State,Phase,Time Period,Time Period Start Date,Time Period End Date,Region,Perc of Pop with Symptoms of Depression,Perc of Pop with Symptoms of Anxiety,Perc of Pop with Symptoms of Either,State,Phase,Time Period,Time Period Start Date,Time Period End Date,Perc of Pop with Symptoms of Depression,Perc of Pop with Symptoms of Anxiety,Perc of Pop with Symptoms of Either,Region_Northeast,Region_South,Region_West
Kentucky,3.1,28,2021-04-14,2021-04-26,South,28.2,29.0,34.8,Kentucky,3.1,28,2021-04-14,2021-04-26,28.2,29.0,34.8,False,True,False
Kentucky,3.1,29,2021-04-28,2021-05-10,South,25.3,30.8,35.2,Kentucky,3.1,29,2021-04-28,2021-05-10,25.3,30.8,35.2,False,True,False
Kentucky,3.1,30,2021-05-12,2021-05-24,South,20.9,27.6,31.4,Kentucky,3.1,30,2021-05-12,2021-05-24,20.9,27.6,31.4,False,True,False
Kentucky,3.1,31,2021-05-26,2021-06-07,South,19.5,23.0,28.4,Kentucky,3.1,31,2021-05-26,2021-06-07,19.5,23.0,28.4,False,True,False
Kentucky,3.1,32,2021-06-09,2021-06-21,South,22.0,30.1,33.2,Kentucky,3.1,32,2021-06-09,2021-06-21,22.0,30.1,33.2,False,True,False
Kentucky,3.1,33,2021-06-23,2021-07-05,South,26.2,28.6,34.3,Kentucky,3.1,33,2021-06-23,2021-07-05,26.2,28.6,34.3,False,True,False
Kentucky,3.2,34,2021-07-21,2021-08-02,South,24.1,27.9,33.7,Kentucky,3.2,34,2021-07-21,2021-08-02,24.1,27.9,33.7,False,True,False
Kentucky,3.2,35,2021-08-04,2021-08-16,South,23.9,27.9,34.6,Kentucky,3.2,35,2021-08-04,2021-08-16,23.9,27.9,34.6,False,True,False
Kentucky,3.2,36,2021-08-18,2021-08-30,South,23.1,31.5,33.8,Kentucky,3.2,36,2021-08-18,2021-08-30,23.1,31.5,33.8,False,True,False
Kentucky,3.2,37,2021-09-01,2021-09-13,South,25.4,30.7,33.0,Kentucky,3.2,37,2021-09-01,2021-09-13,25.4,30.7,33.0,False,True,False
Kentucky,3.2,38,2021-09-15,2021-09-27,South,18.9,26.3,29.1,Kentucky,3.2,38,2021-09-15,2021-09-27,18.9,26.3,29.1,False,True,False
Kentucky,3.2,39,2021-09-29,2021-10-11,South,28.6,30.9,36.2,Kentucky,3.2,39,2021-09-29,2021-10-11,28.6,30.9,36.2,False,True,False
Kentucky,3.3,40,2021-12-01,2021-12-13,South,28.2,33.5,36.7,Kentucky,3.3,40,2021-12-01,2021-12-13,28.2,33.5,36.7,False,True,False
Kentucky,3.3,41,2021-12-29,2022-01-10,South,24.8,30.3,34.2,Kentucky,3.3,41,2021-12-29,2022-01-10,24.8,30.3,34.2,False,True,False
Kentucky,3.3,42,2022-01-26,2022-02-07,South,24.6,29.4,33.7,Kentucky,3.3,42,2022-01-26,2022-02-07,24.6,29.4,33.7,False,True,False
Kentucky,3.4,43,2022-03-02,2022-03-14,South,23.1,31.5,34.8,Kentucky,3.4,43,2022-03-02,2022-03-14,23.1,31.5,34.8,False,True,False
Kentucky,3.4,44,2022-03-30,2022-04-11,South,30.0,32.4,37.5,Kentucky,3.4,44,2022-03-30,2022-04-11,30.0,32.4,37.5,False,True,False
Kentucky,3.4,45,2022-04-27,2022-05-09,South,25.0,32.8,35.8,Kentucky,3.4,45,2022-04-27,2022-05-09,25.0,32.8,35.8,False,True,False
Kentucky,3.5,46,2022-06-01,2022-06-13,South,30.7,38.0,42.0,Kentucky,3.5,46,2022-06-01,2022-06-13,30.7,38.0,42.0,False,True,False
Kentucky,3.5,47,2022-06-29,2022-07-11,South,27.2,37.6,40.4,Kentucky,3.5,47,2022-06-29,2022-07-11,27.2,37.6,40.4,False,True,False
Kentucky,3.5,48,2022-07-27,2022-08-08,South,23.8,27.0,31.5,Kentucky,3.5,48,2022-07-27,2022-08-08,23.8,27.0,31.5,False,True,False
Kentucky,3.6,49,2022-09-14,2022-09-26,South,24.9,32.1,35.9,Kentucky,3.6,49,2022-09-14,2022-09-26,24.9,32.1,35.9,False,True,False
Kentucky,3.6,50,2022-10-05,2022-10-17,South,33.1,38.9,44.0,Kentucky,3.6,50,2022-10-05,2022-10-17,33.1,38.9,44.0,False,True,False
Kentucky,3.6,51,2022-11-02,2022-11-14,South,29.3,35.3,39.1,Kentucky,3.6,51,2022-11-02,2022-11-14,29.3,35.3,39.1,False,True,False
Kentucky,3.7,52,2022-12-09,2022-12-19,South,28.1,33.2,38.1,Kentucky,3.7,52,2022-12-09,2022-12-19,28.1,33.2,38.1,False,True,False
Kentucky,3.7,53,2023-01-04,2023-01-16,South,24.5,29.3,35.9,Kentucky,3.7,53,2023-01-04,2023-01-16,24.5,29.3,35.9,False,True,False
Kentucky,3.7,54,2023-02-01,2023-02-13,South,25.6,33.4,37.4,Kentucky,3.7,54,2023-02-01,2023-02-13,25.6,33.4,37.4,False,True,False
Kentucky,3.8,55,2023-03-01,2023-03-13,South,24.4,35.0,38.3,Kentucky,3.8,55,2023-03-01,2023-03-13,24.4,35.0,38.3,False,True,False
Kentucky,3.8,56,2023-03-29,2023-04-10,South,27.4,31.3,38.9,Kentucky,3.8,56,2023-03-29,2023-04-10,27.4,31.3,38.9,False,True,False
Kentucky,3.8,57,2023-04-26,2023-05-08,South,26.5,29.1,35.7,Kentucky,3.8,57,2023-04-26,2023-05-08,26.5,29.1,35.7,False,True,False
Kentucky,3.9,58,2023-06-07,2023-06-19,South,22.1,27.7,32.2,Kentucky,3.9,58,2023-06-07,2023-06-19,22.1,27.7,32.2,False,True,False
Kentucky,3.9,59,2023-06-28,2023-07-10,South,24.1,30.2,36.4,Kentucky,3.9,59,2023-06-28,2023-07-10,24.1,30.2,36.4,False,True,False
Kentucky,3.9,60,2023-07-26,2023-08-07,South,27.0,33.5,39.2,Kentucky,3.9,60,2023-07-26,2023-08-07,27.0,33.5,39.2,False,True,False
Kentucky,3.10,61,2023-08-23,2023-09-04,South,21.2,26.4,32.0,Kentucky,3.10,61,2023-08-23,2023-09-04,21.2,26.4,32.0,False,True,False
Kentucky,3.10,62,2023-09-20,2023-10-02,South,27.8,32.6,37.4,Kentucky,3.10,62,2023-09-20,2023-10-02,27.8,32.6,37.4,False,True,False
Louisiana,1,1,2020-04-23,2020-05-05,South,28.1,34.4,38.9,Louisiana,1,1,2020-04-23,2020-05-05,28.1,34.4,38.9,False,True,False
Louisiana,1,2,2020-05-07,2020-05-12,South,30.0,34.6,42.8,Louisiana,1,2,2020-05-07,2020-05-12,30.0,34.6,42.8,False,True,False
Louisiana,1,3,2020-05-14,2020-05-19,South,26.5,27.9,34.2,Louisiana,1,3,2020-05-14,2020-05-19,26.5,27.9,34.2,False,True,False
Louisiana,1,4,2020-05-21,2020-05-26,South,31.1,36.0,41.4,Louisiana,1,4,2020-05-21,2020-05-26,31.1,36.0,41.4,False,True,False
Louisiana,1,5,2020-05-28,2020-06-02,South,26.8,31.0,36.3,Louisiana,1,5,2020-05-28,2020-06-02,26.8,31.0,36.3,False,True,False
Louisiana,1,6,2020-06-04,2020-06-09,South,28.4,32.5,36.5,Louisiana,1,6,2020-06-04,2020-06-09,28.4,32.5,36.5,False,True,False
Louisiana,1,7,2020-06-11,2020-06-16,South,34.5,38.4,43.5,Louisiana,1,7,2020-06-11,2020-06-16,34.5,38.4,43.5,False,True,False
Louisiana,1,8,2020-06-18,2020-06-23,South,35.6,41.3,46.8,Louisiana,1,8,2020-06-18,2020-06-23,35.6,41.3,46.8,False,True,False
Louisiana,1,9,2020-06-25,2020-06-30,South,32.2,40.5,44.9,Louisiana,1,9,2020-06-25,2020-06-30,32.2,40.5,44.9,False,True,False
Louisiana,1,10,2020-07-02,2020-07-07,South,33.5,38.6,44.8,Louisiana,1,10,2020-07-02,2020-07-07,33.5,38.6,44.8,False,True,False
Louisiana,1,11,2020-07-09,2020-07-14,South,31.1,40.6,45.4,Louisiana,1,11,2020-07-09,2020-07-14,31.1,40.6,45.4,False,True,False
Louisiana,1,12,2020-07-16,2020-07-21,South,31.7,38.5,43.1,Louisiana,1,12,2020-07-16,2020-07-21,31.7,38.5,43.1,False,True,False
Louisiana,2,13,2020-08-19,2020-08-31,South,26.9,37.1,39.7,Louisiana,2,13,2020-08-19,2020-08-31,26.9,37.1,39.7,False,True,False
Louisiana,2,14,2020-09-02,2020-09-14,South,30.3,36.8,41.7,Louisiana,2,14,2020-09-02,2020-09-14,30.3,36.8,41.7,False,True,False
Louisiana,2,15,2020-09-16,2020-09-28,South,29.6,38.5,44.5,Louisiana,2,15,2020-09-16,2020-09-28,29.6,38.5,44.5,False,True,False
Louisiana,2,16,2020-09-30,2020-10-12,South,28.4,36.9,41.5,Louisiana,2,16,2020-09-30,2020-10-12,28.4,36.9,41.5,False,True,False
Louisiana,2,17,2020-10-14,2020-10-26,South,31.6,33.6,41.2,Louisiana,2,17,2020-10-14,2020-10-26,31.6,33.6,41.2,False,True,False
Louisiana,3,18,2020-10-28,2020-11-09,South,30.3,37.6,42.3,Louisiana,3,18,2020-10-28,2020-11-09,30.3,37.6,42.3,False,True,False
Louisiana,3,19,2020-11-11,2020-11-23,South,35.5,38.4,46.8,Louisiana,3,19,2020-11-11,2020-11-23,35.5,38.4,46.8,False,True,False
Louisiana,3,20,2020-11-25,2020-12-07,South,35.5,43.1,47.3,Louisiana,3,20,2020-11-25,2020-12-07,35.5,43.1,47.3,False,True,False
Louisiana,3,21,2020-12-09,2020-12-21,South,39.4,45.5,50.0,Louisiana,3,21,2020-12-09,2020-12-21,39.4,45.5,50.0,False,True,False
Louisiana,3,22,2021-01-06,2021-01-18,South,30.4,38.4,43.5,Louisiana,3,22,2021-01-06,2021-01-18,30.4,38.4,43.5,False,True,False
Louisiana,3,23,2021-01-20,2021-02-01,South,34.0,43.4,47.5,Louisiana,3,23,2021-01-20,2021-02-01,34.0,43.4,47.5,False,True,False
Louisiana,3,24,2021-02-03,2021-02-15,South,31.3,36.9,42.7,Louisiana,3,24,2021-02-03,2021-02-15,31.3,36.9,42.7,False,True,False
Louisiana,3,25,2021-02-17,2021-03-01,South,31.9,39.0,42.5,Louisiana,3,25,2021-02-17,2021-03-01,31.9,39.0,42.5,False,True,False
Louisiana,3,26,2021-03-03,2021-03-15,South,31.9,35.7,41.0,Louisiana,3,26,2021-03-03,2021-03-15,31.9,35.7,41.0,False,True,False
Louisiana,3,27,2021-03-17,2021-03-29,South,30.0,31.0,37.1,Louisiana,3,27,2021-03-17,2021-03-29,30.0,31.0,37.1,False,True,False
Louisiana,3.1,28,2021-04-14,2021-04-26,South,26.7,31.0,34.4,Louisiana,3.1,28,2021-04-14,2021-04-26,26.7,31.0,34.4,False,True,False
Louisiana,3.1,29,2021-04-28,2021-05-10,South,26.0,30.4,34.3,Louisiana,3.1,29,2021-04-28,2021-05-10,26.0,30.4,34.3,False,True,False
Louisiana,3.1,30,2021-05-12,2021-05-24,South,27.6,27.6,33.3,Louisiana,3.1,30,2021-05-12,2021-05-24,27.6,27.6,33.3,False,True,False
Louisiana,3.1,31,2021-05-26,2021-06-07,South,24.5,31.8,34.2,Louisiana,3.1,31,2021-05-26,2021-06-07,24.5,31.8,34.2,False,True,False
Louisiana,3.1,32,2021-06-09,2021-06-21,South,23.8,31.7,36.3,Louisiana,3.1,32,2021-06-09,2021-06-21,23.8,31.7,36.3,False,True,False
Louisiana,3.1,33,2021-06-23,2021-07-05,South,21.9,24.4,29.8,Louisiana,3.1,33,2021-06-23,2021-07-05,21.9,24.4,29.8,False,True,False
Louisiana,3.2,34,2021-07-21,2021-08-02,South,31.3,36.0,40.9,Louisiana,3.2,34,2021-07-21,2021-08-02,31.3,36.0,40.9,False,True,False
Louisiana,3.2,35,2021-08-04,2021-08-16,South,30.4,34.9,38.4,Louisiana,3.2,35,2021-08-04,2021-08-16,30.4,34.9,38.4,False,True,False
Louisiana,3.2,36,2021-08-18,2021-08-30,South,27.6,36.2,39.3,Louisiana,3.2,36,2021-08-18,2021-08-30,27.6,36.2,39.3,False,True,False
Louisiana,3.2,37,2021-09-01,2021-09-13,South,31.2,40.1,44.4,Louisiana,3.2,37,2021-09-01,2021-09-13,31.2,40.1,44.4,False,True,False
Louisiana,3.2,38,2021-09-15,2021-09-27,South,30.6,39.2,41.7,Louisiana,3.2,38,2021-09-15,2021-09-27,30.6,39.2,41.7,False,True,False
Louisiana,3.2,39,2021-09-29,2021-10-11,South,24.3,28.8,32.5,Louisiana,3.2,39,2021-09-29,2021-10-11,24.3,28.8,32.5,False,True,False
Louisiana,3.3,40,2021-12-01,2021-12-13,South,25.5,36.7,38.7,Louisiana,3.3,40,2021-12-01,2021-12-13,25.5,36.7,38.7,False,True,False
Louisiana,3.3,41,2021-12-29,2022-01-10,South,24.0,26.6,30.7,Louisiana,3.3,41,2021-12-29,2022-01-10,24.0,26.6,30.7,False,True,False
Louisiana,3.3,42,2022-01-26,2022-02-07,South,28.4,29.3,35.2,Louisiana,3.3,42,2022-01-26,2022-02-07,28.4,29.3,35.2,False,True,False
Louisiana,3.4,43,2022-03-02,2022-03-14,South,26.1,35.2,37.9,Louisiana,3.4,43,2022-03-02,2022-03-14,26.1,35.2,37.9,False,True,False
Louisiana,3.4,44,2022-03-30,2022-04-11,South,26.3,33.5,36.7,Louisiana,3.4,44,2022-03-30,2022-04-11,26.3,33.5,36.7,False,True,False
Louisiana,3.4,45,2022-04-27,2022-05-09,South,20.0,28.4,30.6,Louisiana,3.4,45,2022-04-27,2022-05-09,20.0,28.4,30.6,False,True,False
Louisiana,3.5,46,2022-06-01,2022-06-13,South,30.0,34.7,40.2,Louisiana,3.5,46,2022-06-01,2022-06-13,30.0,34.7,40.2,False,True,False
Louisiana,3.5,47,2022-06-29,2022-07-11,South,30.0,36.6,40.4,Louisiana,3.5,47,2022-06-29,2022-07-11,30.0,36.6,40.4,False,True,False
Louisiana,3.5,48,2022-07-27,2022-08-08,South,24.6,30.3,34.5,Louisiana,3.5,48,2022-07-27,2022-08-08,24.6,30.3,34.5,False,True,False
Louisiana,3.6,49,2022-09-14,2022-09-26,South,30.5,40.2,46.0,Louisiana,3.6,49,2022-09-14,2022-09-26,30.5,40.2,46.0,False,True,False
Louisiana,3.6,50,2022-10-05,2022-10-17,South,33.0,40.8,45.6,Louisiana,3.6,50,2022-10-05,2022-10-17,33.0,40.8,45.6,False,True,False
Louisiana,3.6,51,2022-11-02,2022-11-14,South,25.7,32.0,36.9,Louisiana,3.6,51,2022-11-02,2022-11-14,25.7,32.0,36.9,False,True,False
Louisiana,3.7,52,2022-12-09,2022-12-19,South,32.0,33.1,40.3,Louisiana,3.7,52,2022-12-09,2022-12-19,32.0,33.1,40.3,False,True,False
Louisiana,3.7,53,2023-01-04,2023-01-16,South,30.8,30.7,39.2,Louisiana,3.7,53,2023-01-04,2023-01-16,30.8,30.7,39.2,False,True,False
Louisiana,3.7,54,2023-02-01,2023-02-13,South,30.3,33.3,39.1,Louisiana,3.7,54,2023-02-01,2023-02-13,30.3,33.3,39.1,False,True,False
Louisiana,3.8,55,2023-03-01,2023-03-13,South,23.1,32.0,36.5,Louisiana,3.8,55,2023-03-01,2023-03-13,23.1,32.0,36.5,False,True,False
Louisiana,3.8,56,2023-03-29,2023-04-10,South,23.4,26.3,33.0,Louisiana,3.8,56,2023-03-29,2023-04-10,23.4,26.3,33.0,False,True,False
Louisiana,3.8,57,2023-04-26,2023-05-08,South,23.0,30.0,34.7,Louisiana,3.8,57,2023-04-26,2023-05-08,23.0,30.0,34.7,False,True,False
Louisiana,3.9,58,2023-06-07,2023-06-19,South,26.9,35.1,39.1,Louisiana,3.9,58,2023-06-07,2023-06-19,26.9,35.1,39.1,False,True,False
Louisiana,3.9,59,2023-06-28,2023-07-10,South,27.4,32.5,39.4,Louisiana,3.9,59,2023-06-28,2023-07-10,27.4,32.5,39.4,False,True,False
Louisiana,3.9,60,2023-07-26,2023-08-07,South,24.7,32.7,38.5,Louisiana,3.9,60,2023-07-26,2023-08-07,24.7,32.7,38.5,False,True,False
Louisiana,3.10,61,2023-08-23,2023-09-04,South,22.9,25.8,32.7,Louisiana,3.10,61,2023-08-23,2023-09-04,22.9,25.8,32.7,False,True,False
Louisiana,3.10,62,2023-09-20,2023-10-02,South,26.9,36.6,40.0,Louisiana,3.10,62,2023-09-20,2023-10-02,26.9,36.6,40.0,False,True,False
Maine,1,1,2020-04-23,2020-05-05,Northeast,19.5,29.5,34.3,Maine,1,1,2020-04-23,2020-05-05,19.5,29.5,34.3,True,False,False
Maine,1,2,2020-05-07,2020-05-12,Northeast,17.1,28.9,32.9,Maine,1,2,2020-05-07,2020-05-12,17.1,28.9,32.9,True,False,False
Maine,1,3,2020-05-14,2020-05-19,Northeast,25.6,30.6,34.2,Maine,1,3,2020-05-14,2020-05-19,25.6,30.6,34.2,True,False,False
Maine,1,4,2020-05-21,2020-05-26,Northeast,18.5,24.5,27.8,Maine,1,4,2020-05-21,2020-05-26,18.5,24.5,27.8,True,False,False
Maine,1,5,2020-05-28,2020-06-02,Northeast,18.5,25.2,29.3,Maine,1,5,2020-05-28,2020-06-02,18.5,25.2,29.3,True,False,False
Maine,1,6,2020-06-04,2020-06-09,Northeast,20.6,31.5,35.4,Maine,1,6,2020-06-04,2020-06-09,20.6,31.5,35.4,True,False,False
Maine,1,7,2020-06-11,2020-06-16,Northeast,23.7,32.2,37.9,Maine,1,7,2020-06-11,2020-06-16,23.7,32.2,37.9,True,False,False
Maine,1,8,2020-06-18,2020-06-23,Northeast,19.0,24.1,28.7,Maine,1,8,2020-06-18,2020-06-23,19.0,24.1,28.7,True,False,False
Maine,1,9,2020-06-25,2020-06-30,Northeast,23.8,32.0,35.6,Maine,1,9,2020-06-25,2020-06-30,23.8,32.0,35.6,True,False,False
